Animal Name,Type of Animal,Primary Breed,TPD Sector,Latitude & Longitude,count
TOBY,DOG,PARSON RUSS TER,2,"(47.249277, -122.48632)",1
MAX,DOG,GERM SHEPHERD,2,"(47.294977, -122.521201)",1
,CAT,DOMESTIC LH,2,"(47.267208, -122.470102)",1
BAEKGU,DOG,JINDO,4,"(47.182688, -122.444935)",1
ODELL,DOG,DACHSHUND LH,1,"(47.300218, -122.429162)",1
CHELSEA,DOG,BORDER COLLIE,4,"(47.200659, -122.442609)",1
SOPHIE,CAT,PIXIEBOB SH,2,"(47.280977, -122.52262)",1
GAVIN,DOG,GERM SHEPHERD,2,"(47.256777, -122.47552)",1
GINGER,DOG,LABRADOR RETR,1,"(47.294948, -122.393212)",1
,DOG,BORDER COLLIE,4,"(47.188054, -122.438313)",1
BREWSTER,DOG,GOLDEN RETR,2,"(47.286248, -122.517132)",1
JACKSON,DOG,SCOT TERRIER,4,"(47.198468, -122.450706)",1
COLLEEN,CAT,DOMESTIC LH,5,"(47.225841, -122.516489)",1
GATO,CAT,DOMESTIC SH,,"(47.282777, -122.51222)",1
CASSIE,DOG,GREAT DANE,2,"(47.256878, -122.48832)",1
MELODY,DOG,LABRADOR RETR,4,"(47.210362, -122.451481)",1
TINK,DOG,YORKSHIRE TERR,3,"(47.195748, -122.503201)",1
HARVEY,DOG,DACHSHUND,2,"(47.246198, -122.489302)",1
WILLOW,DOG,BLOODHOUND,2,"(47.296789, -122.521359)",1
DANNY,DOG,LABRADOR RETR,2,"(47.284677, -122.50642)",1
HAZELNUT,DOG,AUST SHEPHERD,4,"(47.205222, -122.446271)",1
JASPER,DOG,AUST SHEPHERD,1,"(47.287575, -122.381475)",1
HARLEY,DOG,PIT BULL,3,"(47.208611, -122.459238)",1
BRUTUS,DOG,PIT BULL,4,"(47.231019, -122.413645)",1
PRECIOUS,DOG,CHIHUAHUA SH,4,"(47.226678, -122.422444)",1
ABBY,DOG,BORDER COLLIE,2,"(47.275858, -122.495322)",1
GRACI,DOG,GERM SHEPHERD,2,"(47.274188, -122.487655)",1
"AB ""ABBY",DOG,BULLMASTIFF,4,"(47.213303, -122.41893)",1
PETUNIA,CAT,DOMESTIC SH,2,"(47.249522, -122.47063)",1
JUDGE,DOG,BERNESE MTN DOG,4,"(47.205222, -122.446271)",1
ZOE,DOG,ITAL GREYHOUND,2,"(47.263367, -122.475459)",1
JAKE,DOG,BEAGLE,4,"(47.197484, -122.450399)",1
TWINKLES,CAT,DOMESTIC SH,2,"(47.241698, -122.551852)",1
RYKER,CAT,DOMESTIC SH,4,"(47.203418, -122.437499)",1
CHICA,DOG,LHASA APSO,1,"(47.299908, -122.403242)",1
NIYAH,CAT,DOMESTIC SH,4,"(47.191742, -122.438892)",1
RILEY,DOG,GERM SHEPHERD,1,"(47.294948, -122.393212)",1
NELLY,DOG,CHIHUAHUA SH,,"(47.261048, -122.519532)",1
,CAT,DOMESTIC SH,2,"(47.269843, -122.501852)",1
GUS,DOG,GOLDEN RETR,2,"(47.257277, -122.48422)",1
TANNER,DOG,GOLDEN RETR,4,"(47.176773, -122.439122)",1
HANNA,DOG,AUST KELPIE,5,"(47.236774, -122.50952)",1
BUSTER,CAT,DOMESTIC SH,2,"(47.266178, -122.452062)",1
STUART,DOG,CHESA BAY RETR,2,"(47.261382, -122.470767)",1
LOLA,DOG,YORKSHIRE TERR,4,"(47.170467, -122.437231)",1
MINNIE,CAT,DOMESTIC SH,2,"(47.246395, -122.46931)",1
ZOE,DOG,SC WHEAT TERR,2,"(47.222388, -122.347592)",1
,CAT,DOMESTIC SH,2,"(47.249948, -122.522472)",1
KING,DOG,PIT BULL,4,"(47.225077, -122.423201)",1
FREDDY,CAT,DOMESTIC SH,3,"(47.204328, -122.506932)",1
,DOG,PIT BULL,4,"(47.224577, -122.41922)",1
CORKY,DOG,CAIRN TERRIER,5,"(47.227836, -122.51758)",1
BLACK BEAN,CAT,DOMESTIC SH,2,"(47.264678, -122.45312)",1
HONEYROSE,DOG,AUST SHEPHERD,4,"(47.210277, -122.442201)",1
,DOG,PIT BULL,0,"(47.643588, -122.322782)",1
SQUEEKERS,CAT,DOMESTIC SH,4,"(47.221977, -122.40132)",1
CHLOE,CAT,DOMESTIC SH,1,"(47.259947, -122.442233)",1
SMORE,CAT,DOMESTIC LH,1,"(47.2976, -122.388142)",1
LYRIC,CAT,DOMESTIC SH,3,"(47.201177, -122.47402)",1
LOKI,CAT,DOMESTIC LH,4,"(47.211616, -122.448066)",1
ROSCOE,DOG,CHESA BAY RETR,2,"(47.264378, -122.496534)",1
SUGAR ROLL,CAT,SIAMESE,5,"(47.242249, -122.513652)",1
LUKE,CAT,DOMESTIC SH,1,"(47.239377, -122.459201)",1
VERONICA,CAT,DOMESTIC SH,,"(47.256177, -122.34532)",1
DAISEY,DOG,SCHNAUZER MIN,4,"(47.177105, -122.451045)",1
ROO,CAT,DOMESTIC MH,3,"(47.204338, -122.506952)",1
DAKOTA,DOG,LABRADOR RETR,2,"(47.259277, -122.51242)",1
MILLER,DOG,DACHSHUND,2,"(47.267631, -122.48789)",1
DUDLEY,DOG,LABRADOR RETR,2,"(47.253008, -122.539852)",1
STUD,DOG,RAT TERRIER,4,"(47.214465, -122.410971)",1
ASHLEY,CAT,DOMESTIC SH,1,"(47.299412, -122.411251)",1
KINGSTON,DOG,AUST CATTLE DOG,2,"(47.253245, -122.475441)",1
BARNEY,DOG,ENG SETTER,2,"(47.28736, -122.498904)",1
GRACIE,CAT,DOMESTIC SH,1,"(47.245938, -122.443952)",1
INDI,DOG,LABRADOR RETR,2,"(47.257392, -122.467844)",1
JESSIE JANE,DOG,CAIRN TERRIER,4,"(47.230578, -122.418682)",1
AJA,DOG,CHIHUAHUA LH,4,"(47.230215, -122.426858)",1
HAZEL,DOG,MALTESE,1,"(47.2976, -122.388142)",1
JEREMY,DOG,CHIHUAHUA SH,2,"(47.301526, -122.517184)",1
ROLLO,DOG,LABRADOR RETR,3,"(47.225378, -122.505152)",1
ZIGGY,CAT,DOMESTIC SH,1,"(47.288122, -122.39963)",1
RAIDER,DOG,ROTTWEILER,4,"(47.204218, -122.442268)",1
,CAT,DOMESTIC LH,3,"(47.230495, -122.48766)",1
JAMBA,DOG,PARSON RUSS TER,1,"(47.300865, -122.413902)",1
RHODY,DOG,CAIRN TERRIER,4,"(47.219392, -122.437968)",1
PANDA,CAT,DOMESTIC SH,4,"(47.234258, -122.401792)",1
,CAT,DOMESTIC SH,3,"(47.208077, -122.45622)",1
LOLA,DOG,PIT BULL,4,"(47.198773, -122.415082)",1
NEPTUNE,DOG,AMER BULLDOG,3,"(47.213277, -122.50332)",1
ANNIE,CAT,DOMESTIC SH,,"(47.199678, -122.422201)",1
DIANA JADE,CAT,DOMESTIC MH,,"(47.294948, -122.393212)",1
IKE,DOG,GOLDEN RETR,1,"(47.294948, -122.393212)",1
JOEY,CAT,DOMESTIC SH,2,"(47.259277, -122.51242)",1
ROCKY,DOG,ENG BULLDOG,4,"(47.230677, -122.42672)",1
GRACY,DOG,PIT BULL,3,"(47.217528, -122.47542)",1
LUCY LUI,DOG,POODLE MIN,5,"(47.240177, -122.50642)",1
SEVERUS,CAT,DOMESTIC MH,4,"(47.230774, -122.43822)",1
MOLLY MAE,DOG,BICHON FRISE,4,"(47.186889, -122.444844)",1
PRESLEY,DOG,GOLDEN RETR,2,"(47.283488, -122.48782)",1
CHARLIE,DOG,BEAGLE,2,"(47.278384, -122.510879)",1
RAVAGE,DOG,CHIHUAHUA SH,2,"(47.251602, -122.480432)",1
PAISELY,DOG,SCHNAUZER MIN,4,"(47.200934, -122.442826)",1
PIPER,DOG,LABRADOR RETR,2,"(47.284039, -122.504057)",1
SAGE,DOG,BORDER COLLIE,4,"(47.199377, -122.43502)",1
BELLA,DOG,YORKSHIRE TERR,4,"(47.196565, -122.410923)",1
,DOG,LABRADOR RETR,4,"(47.216477, -122.44142)",1
POOCHI,DOG,CHIHUAHUA SH,4,"(47.19994, -122.449444)",1
KALI,CAT,DOMESTIC LH,4,"(47.211616, -122.448066)",1
ROSIE,DOG,LABRADOR RETR,,"(47.299488, -122.505942)",1
JETHRO,DOG,LABRADOR RETR,,"(47.219578, -122.439062)",1
CZARINA,CAT,DOMESTIC SH,2,"(47.248149, -122.486627)",1
MITTENS,CAT,DOMESTIC MH,4,"(47.198677, -122.41652)",1
RILEY,CAT,DOMESTIC SH,2,"(47.254658, -122.467712)",1
ROSCOE,DOG,SCHNAUZER MIN,4,"(47.200934, -122.442826)",1
KIDD,DOG,PIT BULL,4,"(47.227102, -122.419287)",1
BEATRICE,DOG,BOXER,4,"(47.231565, -122.404197)",1
LILY,DOG,AUST CATTLE DOG,2,"(47.260477, -122.48922)",1
GERTIE,DOG,DOGUE DE BORDX,4,"(47.233877, -122.39722)",1
WANDA,DOG,SCHNAUZER MIN,3,"(47.189196, -122.472875)",1
ARTHUR,DOG,BEAGLE,4,"(47.208577, -122.44672)",1
JAEGER,DOG,GERM SHEPHERD,2,"(47.272397, -122.509599)",1
GUNNER,DOG,LABRADOR RETR,3,"(47.200077, -122.475168)",1
RAEGEN,DOG,LABRADOR RETR,2,"(47.267298, -122.532832)",1
DUDE,DOG,PIT BULL,4,"(47.206077, -122.42312)",1
SAM,DOG,GERM SHEPHERD,,"(47.277332, -122.44632)",1
CHONG,DOG,CHIHUAHUA SH,2,"(47.261712, -122.522624)",1
ZEE,DOG,AUST CATTLE DOG,1,"(47.289004, -122.384884)",1
SUNNY SATURDAY,DOG,GOLDEN RETR,2,"(47.272703, -122.467296)",1
AMENAH,CAT,DOMESTIC SH,2,"(47.264277, -122.47432)",1
SHADOW,DOG,SHIH TZU,2,"(47.299277, -122.52392)",1
COOBY,DOG,SIBERIAN HUSKY,4,"(47.203377, -122.41422)",1
AHONU,DOG,LABRADOR RETR,2,"(47.248774, -122.47602)",1
YODA,CAT,DOMESTIC SH,4,"(47.2242, -122.437103)",1
KIWI,CAT,DOMESTIC SH,,"(47.255888, -122.45302)",1
ELBI,DOG,CHIHUAHUA LH,4,"(47.194298, -122.412912)",1
ANNIE,DOG,SCHNAUZER MIN,0,"(47.280527, -122.37177)",1
FREYJA,CAT,DOMESTIC SH,3,"(47.207936, -122.452828)",1
TIPPY TOES,CAT,DOMESTIC SH,1,"(47.238577, -122.44462)",1
SCOOTER,DOG,PARSON RUSS TER,3,"(47.20144, -122.501202)",1
TWIT,CAT,DOMESTIC LH,2,"(47.255027, -122.467711)",1
HANNAH,DOG,PIT BULL,4,"(47.201677, -122.437342)",1
DAKODA,DOG,LABRADOR RETR,,"(47.294948, -122.393212)",1
REX,DOG,CHIHUAHUA SH,4,"(47.210577, -122.430974)",1
IMOS,CAT,DOMESTIC SH,2,"(47.257008, -122.471612)",1
KAKASHI,CAT,DOMESTIC SH,2,"(47.289608, -122.506932)",1
,CAT,DOMESTIC SH,0,"(47.246278, -122.54932)",1
,DOG,PIT BULL,3,"(47.201708, -122.496201)",1
BUCKSKIN,DOG,PUG,4,"(47.230185, -122.398564)",1
BELLA,DOG,YORKSHIRE TERR,1,"(47.273677, -122.37212)",1
SULLIVAN,CAT,DOMESTIC SH,1,"(47.259238, -122.44152)",1
TWEETY,DOG,SHIH TZU,0,"(47.191141, -122.439638)",1
SEBASTIAN,DOG,LABRADOR RETR,2,"(47.257779, -122.526834)",1
SAMANTHA,CAT,DOMESTIC LH,3,"(47.20273, -122.479328)",1
,CAT,DOMESTIC LH,2,"(47.27243, -122.498045)",1
RUBY,CAT,DOMESTIC SH,2,"(47.258242, -122.446133)",1
TEDDY,DOG,GOLDEN RETR,1,"(47.249219, -122.434776)",1
DEMI LIU,CAT,DOMESTIC MH,,"(47.172188, -122.461622)",1
AGNES,DOG,PIT BULL,2,"(47.289668, -122.499582)",1
MILO,DOG,PIT BULL,4,"(47.223658, -122.397329)",1
LUKE,CAT,DOMESTIC MH,,"(47.304538, -122.408342)",1
SMOKEY,CAT,DOMESTIC SH,3,"(47.208534, -122.453964)",1
MISTER BURNS,DOG,BOSTON TERRIER,1,"(47.235977, -122.45292)",1
EDWARD,DOG,POODLE MIN,1,"(47.236857, -122.444828)",1
MAX,DOG,JACK RUSS TERR,0,"(47.213738, -122.473742)",1
BENNY,DOG,CHIHUAHUA LH,,"(47.214308, -122.478122)",1
SALLY,DOG,CHIHUAHUA SH,,"(47.280978, -122.509202)",1
CHUNK,DOG,DACHSHUND WH,4,"(47.193773, -122.43882)",1
ZOEY,DOG,AUST CATTLE DOG,2,"(47.250477, -122.47122)",1
WINSTON,DOG,SCHNAUZER MIN,1,"(47.315278, -122.426402)",1
SAM,DOG,BEAGLE,4,"(47.197484, -122.450399)",1
MILOU,CAT,DOMESTIC SH,2,"(47.256748, -122.469092)",1
BENTLEY,DOG,PIT BULL,4,"(47.182006, -122.428485)",1
CRYSTAL,DOG,BICHON FRISE,2,"(47.258805, -122.462174)",1
LILLY,CAT,DOMESTIC LH,2,"(47.250918, -122.471852)",1
GABBY,DOG,ALASKAN HUSKY,2,"(47.251827, -122.491214)",1
CHICA,DOG,CHIHUAHUA SH,2,"(47.273218, -122.528522)",1
GINGER,DOG,CHIHUAHUA SH,4,"(47.209166, -122.444118)",1
JAKE,DOG,LHASA APSO,3,"(47.206277, -122.45802)",1
BOO,CAT,DOMESTIC SH,2,"(47.293499, -122.518751)",1
PRESTON,DOG,BORDER COLLIE,1,"(47.296628, -122.385202)",1
MISTY,CAT,DOMESTIC SH,4,"(47.193948, -122.408602)",1
ROSIE,DOG,COCKER SPAN,4,"(47.215477, -122.447272)",1
SHADOW,DOG,PIT BULL,1,"(47.254938, -122.456502)",1
LILY,CAT,DOMESTIC MH,2,"(47.277272, -122.51243)",1
PRINCESS GG,CAT,DOMESTIC LH,2,"(47.247726, -122.487993)",1
EXPRESSOBEAN,CAT,DOMESTIC SH,1,"(47.237377, -122.44582)",1
JAMES,CAT,DOMESTIC SH,,"(47.264577, -122.45282)",1
HARLEY,DOG,DACHSHUND,3,"(47.204511, -122.45269)",1
ZEUS,DOG,TR WALKER HOUND,4,"(47.171138, -122.461002)",1
FATSO,DOG,SHIH TZU,,"(47.211677, -122.49572)",1
MAXINE,DOG,YORKSHIRE TERR,2,"(47.277451, -122.500259)",1
PANDIE,CAT,DOMESTIC SH,4,"(47.233689, -122.420181)",1
RUDY,DOG,PARSON RUSS TER,4,"(47.203068, -122.44966)",1
ANGEL,DOG,CHIHUAHUA SH,4,"(47.178124, -122.45885)",1
LITTER BOX,CAT,DOMESTIC SH,2,"(47.256918, -122.503522)",1
SASSAFRASS,CAT,DOMESTIC SH,1,"(47.237408, -122.445892)",1
NALA,DOG,ALASKAN HUSKY,1,"(47.260277, -122.442362)",1
COCO,DOG,PIT BULL,4,"(47.206077, -122.42312)",1
RAVEN,DOG,GERM SHEPHERD,4,"(47.194477, -122.450142)",1
PUCKY,DOG,GERM SHEPHERD,2,"(47.265092, -122.472074)",1
TALI,DOG,LABRADOR RETR,2,"(47.290628, -122.524012)",1
AGNES,DOG,OLD ENG BULLDOG,3,"(47.201177, -122.47402)",1
THOR,DOG,SIBERIAN HUSKY,4,"(47.203377, -122.41422)",1
WINSTON,DOG,BOSTON TERRIER,3,"(47.215477, -122.472007)",1
KINKS,CAT,DOMESTIC SH,3,"(47.226448, -122.458822)",1
FAERUS,DOG,JINDO,3,"(47.20753, -122.467074)",1
BAILEY MACKEY,DOG,YORKSHIRE TERR,3,"(47.199077, -122.47932)",1
MOE,DOG,SHETLD SHEEPDOG,4,"(47.220606, -122.41576)",1
HAVIK,DOG,AUST SHEPHERD,4,"(47.229477, -122.44792)",1
PIKACHU,DOG,MALTESE,2,"(47.247726, -122.487993)",1
THEO,CAT,DOMESTIC LH,,"(47.653738, -122.322352)",1
SIMBA,CAT,DOMESTIC SH,4,"(47.199277, -122.40152)",1
,DOG,BOXER,2,"(47.277647, -122.507454)",1
RHINO,DOG,PIT BULL,2,"(47.258977, -122.50972)",1
TAQUITO,DOG,CHIHUAHUA SH,4,"(47.213122, -122.450699)",1
NIGEL,CAT,DOMESTIC SH,,"(47.275177, -122.527201)",1
EVA,DOG,SHIH TZU,2,"(47.277377, -122.48462)",1
BROOKS,CAT,DOMESTIC SH,2,"(47.250686, -122.498674)",1
FIDGET,DOG,PIT BULL,4,"(47.197218, -122.432262)",1
IZZIE,CAT,DOMESTIC SH,2,"(47.290658, -122.52192)",1
BEAUTY,CAT,DOMESTIC SH,3,"(47.204509, -122.471367)",1
AMO,DOG,JACK RUSS TERR,2,"(47.268077, -122.49362)",1
BUDDY,CAT,DOMESTIC SH,2,"(47.265744, -122.473625)",1
SUGA,DOG,CHIHUAHUA SH,3,"(47.204277, -122.457201)",1
JACK,DOG,BORDER COLLIE,2,"(47.258714, -122.491416)",1
VILLA,CAT,DOMESTIC MH,,"(47.263177, -122.449632)",1
TOMMY,CAT,DOMESTIC SH,2,"(47.259027, -122.444717)",1
GRIFFEY,CAT,DOMESTIC SH,4,"(47.188598, -122.431472)",1
JINX,DOG,AMER BULLDOG,4,"(47.199764, -122.438813)",1
CORKY,DOG,BICHON FRISE,,"(47.273068, -122.522562)",1
RORY,CAT,SCOTTISH FOLD,1,"(47.300768, -122.394182)",1
JESSIE,DOG,CHIHUAHUA LH,2,"(47.282698, -122.516302)",1
MAX,DOG,AUST SHEPHERD,1,"(47.300478, -122.390552)",1
MARLEY,CAT,DOMESTIC SH,2,"(47.243258, -122.470002)",1
LOMME,DOG,YORKSHIRE TERR,2,"(47.294163, -122.505441)",1
BOCCI,DOG,SHETLD SHEEPDOG,4,"(47.174237, -122.440577)",1
Z,DOG,PIT BULL,3,"(47.215319, -122.485369)",1
CHIEF,DOG,LABRADOR RETR,2,"(47.251477, -122.53542)",1
LILLIE,DOG,SCHNAUZER MIN,4,"(47.200934, -122.442826)",1
,CAT,DOMESTIC MH,3,"(47.217774, -122.45382)",1
GABBIE,DOG,SHETLD SHEEPDOG,,"(47.209756, -122.426926)",1
CHIRP,CAT,DOMESTIC SH,3,"(47.207023, -122.496923)",1
JO JO,DOG,PEKINGESE,2,"(47.283927, -122.519252)",1
EMMIE,DOG,BEAGLE,2,"(47.263578, -122.464752)",1
SUNNY,DOG,LABRADOR RETR,4,"(47.19701, -122.444898)",1
MONDAY,CAT,DOMESTIC SH,4,"(47.195175, -122.417407)",1
PABLO,DOG,PIT BULL,4,"(47.221738, -122.440912)",1
KITTY,CAT,DOMESTIC SH,2,"(47.245284, -122.480478)",1
IGNATIOUS,CAT,DOMESTIC SH,2,"(47.251475, -122.469923)",1
BRUCE,DOG,LABRADOR RETR,2,"(47.258677, -122.47582)",1
CHEWEY,CAT,DOMESTIC SH,,"(47.218888, -122.468962)",1
WAFFLES,DOG,PUG,1,"(47.255228, -122.441052)",1
MAXWELL,CAT,DOMESTIC SH,2,"(47.246878, -122.486502)",1
KOBY,DOG,SILKY TERRIER,4,"(47.227438, -122.429462)",1
SCOOTER,DOG,LABRADOR RETR,2,"(47.273761, -122.519444)",1
TROUBLE,CAT,PERSIAN,3,"(47.207613, -122.467337)",1
TILDA,DOG,ROTTWEILER,2,"(47.29145, -122.51499)",1
RUDY,DOG,POODLE TOY,4,"(47.228558, -122.430359)",1
ROMY PLUM,DOG,MALTESE,3,"(47.215477, -122.472007)",1
GINGER,CAT,DOMESTIC SH,2,"(47.258242, -122.446133)",1
BRANDI,DOG,ROTTWEILER,3,"(47.226448, -122.458822)",1
SPENCER,CAT,DOMESTIC SH,2,"(47.274095, -122.463371)",1
SMYTE,DOG,AKITA,4,"(47.219577, -122.42042)",1
CORA,DOG,BOXER,3,"(47.188051, -122.472199)",1
MOXI,DOG,LABRADOR RETR,5,"(47.221716, -122.514102)",1
CHARLIE,DOG,LABRADOR RETR,1,"(47.289178, -122.387952)",1
PIETRO,CAT,DOMESTIC SH,2,"(47.268077, -122.454892)",1
REMI,DOG,GERM SH POINT,2,"(47.294177, -122.51532)",1
LILY BEAN,CAT,DOMESTIC SH,2,"(47.251478, -122.490022)",1
SMOKEY,DOG,PIT BULL,2,"(47.249878, -122.468172)",1
RORY,DOG,SHIH TZU,4,"(47.189886, -122.447845)",1
MIDNIGHT,CAT,DOMESTIC LH,3,"(47.218518, -122.480192)",1
PENNY,DOG,POODLE TOY,2,"(47.262774, -122.50302)",1
RUSSO,DOG,AMER BULLDOG,4,"(47.173277, -122.45302)",1
RUBY,DOG,DACHSHUND,4,"(47.17081, -122.447674)",1
RUSSELL,DOG,AM PIT BULL TER,2,"(47.268858, -122.453592)",1
JUDE,DOG,LABRADOR RETR,2,"(47.268708, -122.525462)",1
HAMILTON,CAT,DOMESTIC SH,3,"(47.233608, -122.494952)",1
FAITH,DOG,LABRADOR RETR,1,"(47.284342, -122.368169)",1
EOGHAN,DOG,LABRADOR RETR,4,"(47.200312, -122.444917)",1
SUSANNA,DOG,AUST CATTLE DOG,,"(47.214228, -122.474402)",1
TEX,DOG,CHIHUAHUA SH,2,"(47.260744, -122.446703)",1
PEANUT,CAT,DOMESTIC SH,2,"(47.250577, -122.50842)",1
QIRA,DOG,LABRADOR RETR,4,"(47.218978, -122.437192)",1
ANGEL,CAT,AMER SH,4,"(47.223477, -122.41882)",1
DOLLY,DOG,BRITTANY,2,"(47.258725, -122.487859)",1
HATTIE,DOG,GREAT DANE,2,"(47.255936, -122.492753)",1
KOKO,DOG,GERM SH POINT,2,"(47.286698, -122.495009)",1
LULU,DOG,CHIHUAHUA SH,1,"(47.253908, -122.46142)",1
BRUTUS,DOG,YORKSHIRE TERR,4,"(47.175888, -122.445462)",1
LADY GODIVA,DOG,PIT BULL,2,"(47.260077, -122.52792)",1
MISSY C,CAT,DOMESTIC SH,,"(47.258718, -122.519622)",1
KAMALI,CAT,DOMESTIC LH,1,"(47.283364, -122.370929)",1
LOUIE,DOG,HAVANESE,2,"(47.282677, -122.49892)",1
MILO,CAT,DOMESTIC SH,2,"(47.270477, -122.47802)",1
SASHA,CAT,DOMESTIC SH,2,"(47.244942, -122.553816)",1
CASCADIA,DOG,CHIHUAHUA LH,2,"(47.25372, -122.489403)",1
DAISY,DOG,GOLDEN RETR,4,"(47.213215, -122.443614)",1
CHASE,CAT,BOMBAY,4,"(47.192088, -122.449502)",1
BRANNA BELL,DOG,SCHNAUZER MIN,4,"(47.224908, -122.445642)",1
TIZZY,DOG,SHIH TZU,4,"(47.182858, -122.460092)",1
BEAR,CAT,DOMESTIC SH,1,"(47.260288, -122.442362)",1
THULE,DOG,MASTIFF,,"(47.267538, -122.504722)",1
RACIE,CAT,DOMESTICMEDHAIR,3,"(47.228793, -122.457895)",1
WREAKNESS,CAT,DOMESTIC SH,2,"(47.259716, -122.459642)",1
ROCKY,DOG,GERM SHEPHERD,4,"(47.20937, -122.44625)",1
MAGIC,CAT,DOMESTIC MH,4,"(47.186171, -122.444489)",1
KELLY,CAT,DOMESTIC SH,4,"(47.199677, -122.40852)",1
TIGER,CAT,DOMESTIC MH,1,"(47.238409, -122.462439)",1
GRETA,DOG,ENG SPRNGR SPAN,2,"(47.270773, -122.502983)",1
DEXTER,DOG,CHIHUAHUA SH,2,"(47.260744, -122.446703)",1
MUFFIN,DOG,COCKER SPAN,3,"(47.220743, -122.461278)",1
,CAT,DOMESTIC MH,2,"(47.267077, -122.49402)",1
JACKIE,CAT,DOMESTIC SH,4,"(47.193326, -122.414961)",1
BLAIZE,DOG,LABRADOR RETR,2,"(47.251478, -122.490022)",1
CLEOPATRA,CAT,DOMESTIC SH,2,"(47.250377, -122.49392)",1
ZEUS,DOG,AUST CATTLE DOG,2,"(47.264078, -122.501182)",1
MOLLY,DOG,CAIRN TERRIER,1,"(47.253199, -122.456821)",1
MISS BLUE,CAT,RUSSIAN BLUE,2,"(47.261279, -122.526869)",1
OSA,DOG,LABRADOR RETR,4,"(47.180621, -122.444257)",1
CHECHE,DOG,PEKINGESE,1,"(47.244275, -122.453216)",1
SAPPHIRE,DOG,PIT BULL,4,"(47.226877, -122.44722)",1
GLINDA,CAT,DOMESTIC SH,1,"(47.243988, -122.461222)",1
PENNY,DOG,BORDER TERRIER,0,"(47.305317, -122.411186)",1
DOOBY,CAT,DOMESTIC SH,4,"(47.179398, -122.448512)",1
PERIWINKLE,CAT,DOMESTIC SH,4,"(47.205528, -122.405862)",1
MAGGIE MAE,DOG,GREAT PYRENEESE,4,"(47.217023, -122.451915)",1
ERIS,DOG,LABRADOR RETR,2,"(47.264774, -122.47302)",1
CHLOE,CAT,DOMESTIC SH,2,"(47.282173, -122.486037)",1
RICOCHET,CAT,DOMESTIC MH,4,"(47.225677, -122.41312)",1
LAGOON,CAT,DOMESTIC SH,3,"(47.198778, -122.494792)",1
SHERY,DOG,LABRADOR RETR,3,"(47.201, -122.497916)",1
DIOGI,DOG,LABRADOR RETR,4,"(47.229572, -122.398858)",1
MABEL,DOG,GOLDEN RETR,4,"(47.207636, -122.446246)",1
KIJU,CAT,DOMESTIC SH,4,"(47.190438, -122.424402)",1
MAXX,DOG,AUST CATTLE DOG,2,"(47.266477, -122.535272)",1
RORI,DOG,KERRY BLUE TERR,2,"(47.246008, -122.543973)",1
ARCHER,DOG,SHIBA INU,2,"(47.262977, -122.49072)",1
BO,DOG,GERM SH POINT,2,"(47.281175, -122.493217)",1
RIDDICK,DOG,PIT BULL,4,"(47.196377, -122.42022)",1
DAISY MAE,DOG,AMERICAN STAFF,3,"(47.225301, -122.458306)",1
RED,DOG,BELG MALINOIS,4,"(47.212368, -122.429802)",1
FINN,DOG,AUST SHEPHERD,4,"(47.231277, -122.41152)",1
BRIAN,DOG,LABRADOR RETR,4,"(47.197492, -122.419301)",1
MAXIMUS,DOG,POMERANIAN,2,"(47.274568, -122.465602)",1
CHARLIE,DOG,POODLE TOY,1,"(47.300092, -122.430834)",1
SYD,CAT,DOMESTIC SH,2,"(47.248311, -122.485185)",1
POOCHIE,DOG,PUG,2,"(47.264155, -122.530526)",1
JAKE,DOG,POODLE MIN,3,"(47.204984, -122.47875)",1
KAYZO,DOG,AUST SHEPHERD,4,"(47.226148, -122.436312)",1
TIBBIE,CAT,DOMESTIC SH,3,"(47.194341, -122.472788)",1
MOMMA,CAT,DOMESTIC MH,0,"(47.233739, -122.416144)",1
BARKLEY,DOG,LABRADOR RETR,1,"(47.255193, -122.458744)",1
ARLO,DOG,BOXER,3,"(47.233028, -122.486432)",1
WIKKA,CAT,DOMESTIC SH,3,"(47.193412, -122.495892)",1
OPAL,DOG,PIT BULL,4,"(47.217377, -122.41652)",1
CHOPPER,DOG,LABRADOR RETR,4,"(47.213215, -122.443614)",1
TULLA,DOG,MALTESE,4,"(47.232477, -122.428342)",1
HAN SOLO,DOG,GREAT DANE,2,"(47.247877, -122.51132)",1
ZEKE,CAT,DOMESTIC MH,2,"(47.254688, -122.47162)",1
TAHOE,DOG,SIBERIAN HUSKY,1,"(47.2976, -122.388142)",1
MIYA,DOG,MIN PINSCHER,2,"(47.275493, -122.48662)",1
MIMIC,CAT,DOMESTIC SH,1,"(47.245182, -122.459399)",1
PINOT,DOG,JACK RUSS TERR,2,"(47.263177, -122.46002)",1
LECHE,DOG,CHIHUAHUA SH,3,"(47.222798, -122.491952)",1
WILLOW,DOG,BORDER COLLIE,4,"(47.236378, -122.406132)",1
PEPPY,CAT,DOMESTIC SH,4,"(47.211259, -122.428592)",1
VISION,DOG,LABRADOR RETR,2,"(47.263808, -122.482392)",1
ELLIE,DOG,GOLDEN RETR,4,"(47.19147, -122.439639)",1
ELVIS,DOG,LABRADOR RETR,5,"(47.232758, -122.507738)",1
CHLOE,CAT,DOMESTIC MH,2,"(47.256245, -122.542807)",1
FERN,DOG,SCHNAUZER MIN,,"(47.265878, -122.451262)",1
